barcode,title,subtitle,description,manufacturer_name,manufacturer_phone_adress,manufacturer_email,size_color,image,price,currency
0705632829967,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ," Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114955838,Pâtes alimentaires El YANA ,Pâtes alimentaires El YANA ,MACARONIS COUDE 6 de 500G,Pâtes alimentaires El YANA ,"Phone : 00213 552 94 80 88 / Adresse : Cité 88 Logts, D 133, N° 39, Division 39,Groupe de propriété 37 / N° 01 Tiaret - Algérie - Algeria",aliloutfto@gmail.com,,,,DZD
0745760993284,Produits de ménage,Produits de ménage,Lavettes et serpillières et autres produits de ménage,SARL TOMA NET,"SARL TOMA NET - Adresse : Route Kadous N°07 (Ex 32)Section 02, Iot 599 – Birkhadem - 16330 Alger Algérie – Algeria / Phone : 00213 770 86 29 50",sarltomanet@gmail.com,,,,DZD
0745125862392,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862392,epicesramha@gmail.com,,,,DZD
0745125996059,Fruits et légumes en conserve ,MAMIE MARMELADE,MAMIE MARMELADE : Confiture artisanal Made In Algeria de qualité supérieure. ,LYDER CONSERVERIE ,"Phone : 00213 781215980 / Adresse : LYDER CONSERVERIE - Wilaya de Tizi-Ouzou - Freha Centre – Azazga - Local N° 02 et 03, Freha Centre - 15300 – Algeria – Algérie Codes à Barres 0745125996059",lyder.conserverie@gmail.com,,,,DZD
0705632312162,Pasta,Pasta ,Pasta ,E.T.S BAGHRICHE,"00213 550 55 79 82 / AVENUE KIKAYA AMAR,1°er ÉTAGE, N°03, CONSTANTINE, Algeria",warda.tunis16@gmail.com,,,,DZD
0710535167795,Spices,Spices,Spices,EZZIANI EPICES,"Tel : 00213 662 78 62 37	/ Adress : Cité El Manar- EL Alia ,BISKRA - Algeria",okbaepice@gmail.com,,,,DZD
0705632090121,Détergents,Détergents,Détergents,E.T.S DJEDIANI,"Tel : 00213 555 29 99 21 Adresse: LOTISSEMENT BENYETOU, № 08, BOUROUBA, ALGERIE – ALGERIE ",djedianinabila@yahoo.com,,,,DZD
0710535444841,Savon liquide ''Jasmin'',Production de produits cosmétiques,Production de produits cosmétiques,SARL DERMANOVA,"Mob: +(213)540-91-97-45 / Adresse : Oued Hamimime N° 37 J BIS EL Khroub,Constantine 25000 Algérie.",sarl.dermanova@gmail.com,,,,DZD
0705632860526,Cakes and confectionery,Cakes and confectionery,Cakes and confectionery,BINO ,"Tel :00213 556 91 35 98 / Address: Rue Faroudj Bouzid.- Zmala,Batna. ALGERIE",hichem001979@gmail.com,,,,DZD
0701197933828,Slates ,Slates ,Slates ,ETS BEN KHMIS,"Phone: 00213 550 70 72 99 / Adresse: Cité EL- MOUDJAHIDINE No 34, BEN AKNOUN. ALGER, Algérie / Algeria",tplbimprim@gmail.com,,,,DZD
0710535988574,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,SARL LABORATOIRE MED COSMETICS,"Phone: 00213 555 25 23 58 /Adresse: 26 ,Rue Zougar Ali, Hai Tafna, 31000 Oran , Algeria",f.bensmaine@icloud.com,,,,DZD
0710535692259,Détergents ,Détergents ,Détergents ,EURL MAKAM ESSOULTANE,"Adresse : Résidence Lot 10, AISSAT MUSTAPHA N°01 REGHAIA 16036 ALGER / Phone : 00213 560 29 08 81",eurlmakamessoultane@gmail.com,,,,DZD
0705632829974,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745760993291,Produits de ménage,Produits de ménage,Lavettes et serpillières et autres produits de ménage,SARL TOMA NET,"SARL TOMA NET - Adresse : Route Kadous N°07 (Ex 32)Section 02, Iot 599 – Birkhadem - 16330 Alger Algérie – Algeria / Phone : 00213 770 86 29 50",sarltomanet@gmail.com,,,,DZD
0745125955803,Gel Javel Moussant,Gel Javel Moussant,Gel Javel moussant de 900 ml Made In Alegria,ETS AYDOR CLEAN ,Phone: 00213 0775 14 81 10 / ETS AYDOR CLEAN – Adresse : Lotissement Kara 01 N° 268 N 46 Es Senia – Oran – Algeria – Algérie Codes à Barres 0745125955803,kriouasido@gmail.com,,,,DZD
0705632090138,Détergents,Détergent,Détergents,E.T.S DJEDIANI,"Tel : 00213 555 29 99 21 / Adresse: LOTISSEMENT BENYETOU, № 08, BOUROUBA, ALGERIE - AlGERIA ",djedianinabila@yahoo.com,,,,DZD
0710535444858,Dissolvant ''Bleu'',Production de produits cosmétiques,Production de produits cosmétiques,SARL DERMANOVA,"Mob: +(213)540-91-97-45 / Adresse : Oued Hamimime N° 37 J BIS EL Khroub,Constantine 25000 Algérie",sarl.dermanova@gmail.com,,,,DZD
0705632860533,Cakes and confectionery,Cakes and confectionery,Cakes and confectionery,BINO ,"Tel :00213 556 91 35 98 / Address: Rue Faroudj Bouzid.- Zmala,Batna. ALGERIE",hichem001979@gmail.com,,,,DZD
0701197933842,Perfums ,Perfums ,Perfums ,ETS OTSMANE,"Phone: 00213 554 72 13 23 / adresse:Cité AIN EL-BARDA, BOUGARA . BLIDA , Algerie / Algeria",bioalaskaa@gmail.com,,,,DZD
0710535988581,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,SARL LABORATOIRE MED COSMETICS,"Phone: 00213 555 25 23 58 /Adresse: 26 ,Rue Zougar Ali, Hai Tafna, 31000 Oran , Algeria",f.bensmaine@icloud.com,,,,DZD
0710535692266,Détergents ,Détergents ,Détergents ,EURL MAKAM ESSOULTANE,"Adresse : Résidence Lot 10, AISSAT MUSTAPHA N°01 REGHAIA 16036 ALGER / Phone : 00213 560 29 08 81",eurlmakamessoultane@gmail.com,,,,DZD
0705632829981,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745125862408,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862408,epicesramha@gmail.com,,,,DZD
0745125955810,Javel ,Javel ,Javel en bouteille de 900 ml Made in Algeria ,ETS AYDOR CLEAN ,Phone: 00213 0775 14 81 10 / ETS AYDOR CLEAN – Adresse : Lotissement Kara 01 N° 268 N 46 Es Senia – Oran – Algeria – Algérie Codes à Barres 0745125955810,kriouasido@gmail.com,,,,DZD
0705632312186,Pasta,Pasta,Pasta,E.T.S BAGHRICHE,"Adresse: 00213 550 55 79 82 / AVENUE KIKAYA AMAR,1°er ÉTAGE, N°03, CONSTANTINE, Algeria",warda.tunis16@gmail.com,,,,DZD
0705632090145,Détergents,Détergents,"E.T.S DJEDIANI
",E.T.S DJEDIANI,"Tel : 00213 555 29 99 21 Adresse: LOTISSEMENT BENYETOU, № 08, BOUROUBA, ALGERIE – ALGERIE ",djedianinabila@yahoo.com,,,,DZD
0710535444865,Dissolvant ''Jaune'',Production de produits cosmétiques,Production de produits cosmétiques,SARL DERMANOVA,"Mob: +(213)540-91-97-45 / Adresse : Oued Hamimime N° 37 J BIS EL Khroub,Constantine 25000 Algérie.",sarl.dermanova@gmail.com,,,,DZD
0701197933859,windshield washer,windshield washer,windshield washer,ETS OTSMAN,"Phone: 00213 554 72 13 23 / Adresse: Cité AIN EL-BARDA, BOUGARA . BLIDA , Algérie - Algeria ",bioalaskaa@gmail.com,,,,DZD
0710535988598,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,SARL LABORATOIRE MED COSMETICS,"Phone: 00213 555 25 23 58 /Adresse: 26 ,Rue Zougar Ali, Hai Tafna, 31000 Oran , Algeria",f.bensmaine@icloud.com,,,,DZD
0710535692273,Détergents ,Détergents ,Détergents ,EURL MAKAM ESSOULTANE,"Adresse : Résidence Lot 10, AISSAT MUSTAPHA N°01 REGHAIA 16036 ALGER / Phone : 00213 560 29 08 81",eurlmakamessoultane@gmail.com,,,,DZD
0705632829998,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745760377237,Détergents de marque MON HYGIENE,Détergents de marque MON HYGIENE,Javel Mon Hygiène 5 Litres,MON HYGIENE,Phone: 00213 780 26 24 40 / Adresse: Willage Ifnayen – Commune Ait-Oumalou – Tizi-Ouzou – 15037 – Algérie – Algeria ,tarik_rahab@yahoo.fr,,,,DZD
0705632090091,Détergent,Détergent,Détergent,E.T.S HAMMOUDI ,"Tel : 00213 670 30 06 17 / Adresse: CITE HAMADI KROUMA COMMUNE DE ZIGHOUD YOUCEF, CONSTANTINE, ALGERI - Algeria",hichamhammoudi25@gmail.com,,,,DZD
0701197933903,Spices,Spices,Spices,ETS BELKEBIR ,"Phone: 00213 558 01 04 54 / Adresse: Cité 65 LOGEMENTS, BAT 03, N°04. WILLAYA DE BOUIRA, Algerie Algeria ",belkebirkhaled2@gmail.com,,,,DZD
0710535692280,Détergents ,Détergents ,Détergents ,EURL MAKAM ESSOULTANE,"Adresse : Résidence Lot 10, AISSAT MUSTAPHA N°01 REGHAIA 16036 ALGER / Phone : 00213 560 29 08 81",eurlmakamessoultane@gmail.com,,,,DZD
0705632830000,OLIVES and vegetables,OLIVES and vegetables,"OLIVES and vegetables
",SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114664631,Produits alimentaires ,Produits alimentaires ,Produits alimentaires ,MILI,"Phone : 0213 557 44 36 07 / Adresse : Divison N° 05, Groupe de pripriété 93 - OULED GHALIA, Khemis El Khechna - Willaya de Boumerdes – 35010 - Algeria",haitham.naime@gmail.com,,,,DZD
0745760377244,Détergents de marque MON HYGIENE,Détergents de marque MON HYGIENE,Javel Mon Hygiène 2 Litres,MON HYGIENE,Phone: 00213 780 26 24 40 / Adresse: Willage Ifnayen – Commune Ait-Oumalou – Tizi-Ouzou – 15037 – Algérie – Algeria ,tarik_rahab@yahoo.fr,,,,DZD
0745760636587,Épices et condiments de grande qualité Made in Algeria,Épices et condiments de grande qualité Made in Algeria,Épices et condiments de grande qualité Made in Algeria,ENTREPRISE HAMDANO,Phone : 00213 666 68 92 45 / Adresse : Village Argoub - Lakhdaria - Wilaya de Bouira - 10002 - Algeria,epicehamdano@gmail.com,,,,DZD
0745760916597,Épices et Condiments Made in Algeria,Épices et Condiments Made in Algeria,Poivre noire / 25 g,ÉPICES EL NOUR,ÉPICES EL NOUR/ Adresse : Cité El Mardja II N°124 – Baraki - Alger - 16027 - Algeria / Telephone : 00213 551 59 70 43,khaoulachita509@gmail.com,,,,DZD
0745125862415,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862415,epicesramha@gmail.com,,,,DZD
0745125955827,Lave-sol de marque Fleur Blanche ,Lave-sol de marque Fleur Blanche ,Lave-sol de marque Fleur Blanche en bouteilles de 01 L,ETS AYDOR CLEAN ,Phone: 00213 0775 14 81 10 / ETS AYDOR CLEAN – Adresse : Lotissement Kara 01 N° 268 N 46 Es Senia – Oran – Algeria – Algérie Codes à Barres 0745125955827,kriouasido@gmail.com,,,,DZD
0705632090084,Paste spread,Paste spread,Paste spread,Entreprise LARBES ,"Tel: 00213 552 29 47 38 / Adresse: 73, BOUMERDES EL BAHRI- BOUMERDES, ALGERIE - Algeria.",zakilarbes@gmail.com,,,,DZD
0710535266214,Seasoning (mayonnaise),Seasoning (mayonnaise),Seasoning (mayonnaise),HASSAN FOOD,"Tel : 00213 550 27 77 87 / Cité La Montagne, Bloc H09, N01 El Harrach, Alger. Algérie",negachehassan@gmail.com,,,,DZD
0701197965232,Paper towel,Paper towel,Paper towel,ETS ICHEBOUBENE,"Phone: 00213 776 63 99 12 / Adresse: LOTISSEMENT AKEL ABERKAN, EL-KSSEUR, BEJAIA , ALGÉRIE – ALGERIA - Postal Code:06310",kadericheboubene@yahoo.fr,,,,DZD
0710535988611,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,SARL LABORATOIRE MED COSMETICS,"Phone: 00213 555 25 23 58 /Adresse: 26 ,Rue Zougar Ali, Hai Tafna, 31000 Oran , Algeria",f.bensmaine@icloud.com,,,,DZD
0710535692297,Détergents ,Détergents ,Détergents ,EURL MAKAM ESSOULTANE,"Adresse : Résidence Lot 10, AISSAT MUSTAPHA N°01 REGHAIA 16036 ALGER / Phone : 00213 560 29 08 81",eurlmakamessoultane@gmail.com,,,,DZD
0705632830017,OLIVES and vegetables,OLIVES and vegetables,"OLIVES and vegetables
",SARL BHS ,,cdjebbour@yahoo.fr,,,,DZD
0745760636594,Épices et condiments de grande qualité Made in Algeria,Épices et condiments de grande qualité Made in Algeria,Épices et condiments de grande qualité Made in Algeria,ENTREPRISE HAMDANO,Phone : 00213 666 68 92 45 / Adresse : Village Argoub - Lakhdaria - Wilaya de Bouira - 10002 - Algeria,epicehamdano@gmail.com,,,,DZD
0745760916603,Épices et Condiments Made in Algeria,Épices et Condiments Made in Algeria,Grain d’anis / 30 g, ÉPICES EL NOUR,ÉPICES EL NOUR/ Adresse : Cité El Mardja II N°124 – Baraki - Alger - 16027 - Algeria / Telephone : 00213 551 59 70 43,khaoulachita509@gmail.com,,,,DZD
0745125862422,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862422,epicesramha@gmail.com,,,,DZD
0745125955834,Lave-sol de marque Marine ,Lave-sol de marque Marine ,Lave-sol de marque Marine en bouteilles de 01 L,ETS AYDOR CLEAN ,Phone: 00213 0775 14 81 10 / ETS AYDOR CLEAN – Adresse : Lotissement Kara 01 N° 268 N 46 Es Senia – Oran – Algeria – Algérie Codes à Barres 0745125955834,kriouasido@gmail.com,,,,DZD
0705632090077,Cosmetic face mask,Cosmetic face mask,Cosmetic face mask,Entreprise BELAMRI,"Tel:00213 771 35 96 55 / Adresse: RAS ISLY- SETIF, ALGERIE - Algeria.",haroun1972bel@gmail.com,,,,DZD
0710535266221,Seasoning (mayonnaise),Seasoning (mayonnaise),Seasoning (mayonnaise),HASSAN FOOD,"Tel : 00213 550 27 77 87 / Cité La Montagne, Bloc H09, N01 El Harrach, Alger. Algérie",negachehassan@gmail.com,,,,DZD
0701197965249,Paper towel,Paper towel,Paper towel,ETS ICHEBOUBENE,"Phone: 00213 776 63 99 12 / Adresse: LOTISSEMENT AKEL ABERKAN, EL-KSSEUR, BEJAIA , ALGÉRIE – ALGERIA - Postal Code:06310",kadericheboubene@yahoo.fr,,,,DZD
0710535988628,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,SARL LABORATOIRE MED COSMETICS,"Phone: 00213 555 25 23 58 /Adresse: 26 ,Rue Zougar Ali, Hai Tafna, 31000 Oran , Algeria",f.bensmaine@icloud.com,,,,DZD
0710535657715,Maintenance articles,Maintenance articles,Maintenance articles,MAMA MENAGE, Tel : 00213 555 84 87 21 / Adresse: COOP IMMOB « EL-BAHJA » Enag AISSAT MUSTAPHA REGHAIA/ ALGR,mamamenage@gmail.com,,,,DZD
0705632830024,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745760916610,Épices et Condiments Made in Algeria,Épices et Condiments Made in Algeria,Nigelle / 30 g,ÉPICES EL NOUR,ÉPICES EL NOUR/ Adresse : Cité El Mardja II N°124 – Baraki - Alger - 16027 - Algeria / Telephone : 00213 551 59 70 43,khaoulachita509@gmail.com,,,,DZD
0745125862439,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862439,epicesramha@gmail.com,,,,DZD
0745125955841,Lave-sol Lavande,Lave-sol Lavande,Lave-sol Lavande en bouteilles de 01 L,ETS AYDOR CLEAN ,Phone: 00213 0775 14 81 10 / ETS AYDOR CLEAN – Adresse : Lotissement Kara 01 N° 268 N 46 Es Senia – Oran – Algeria – Algérie Codes à Barres 0745125955841,kriouasido@gmail.com,,,,DZD
0705632090039,"Orange flower water, vinegar ","Orange flower water, vinegar ","Orange flower water, vinegar
",ENTREPRISE BOUCHENAFA,"Tel :00213 555 61 06 33 / Adresse: Rue AF- № 11, Cité des Palmiers, BLIDA, ALGERIE - Algeria.",1966bouchenafa@gmail.com,,,,DZD
0710535266238,Seasoning (mayonnaise),Seasoning (mayonnaise),Seasoning (mayonnaise),HASSAN FOOD,"Tel : 00213 550 27 77 87 / Cité La Montagne, Bloc H09, N01 El Harrach, Alger. Algérie",negachehassan@gmail.com,,,,DZD
0705632860540,Cakes and confectionery,Cakes and confectionery,Cakes and confectionery,"Tel :00213 556 91 35 98 / Address: Rue Faroudj Bouzid.- Zmala,Batna. ALGERIE","Tel :00213 556 91 35 98 / Address: Rue Faroudj Bouzid.- Zmala,Batna. ALGERIE",hichem001979@gmail.com,,,,DZD
0701197965256,Paper towel,Paper towel,Paper towel,ETS ICHEBOUBENE,"Phone: 00213 776 63 99 12 / Adresse: LOTISSEMENT AKEL ABERKAN, EL-KSSEUR, BEJAIA , ALGÉRIE – ALGERIA - Postal Code:06310",kadericheboubene@yahoo.fr,,,,DZD
0710535943993,Beurre d'rachides,Beurre d'arachides ,"Beurre d'arachides de qualité supérieure
",Entreprise El-Habib pour la fabrication de beurre d’arachides,"Phone : 00213 666 05 81 87 / Adresse : 33 Rue Zaatcha,07000 Biskra- Algeria",hacene.ismail@yahoo.com,,,,DZD
0710535988635,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,"COSMETIC PRODUCTS
",SARL LABORATOIRE MED COSMETICS,"Phone: 00213 555 25 23 58 /Adresse: 26 ,Rue Zougar Ali, Hai Tafna, 31000 Oran , Algeria",f.bensmaine@icloud.com,,,,DZD
0710535657708,Maintenance articles,Maintenance articles,Maintenance articles,MAMA MENAGE,Tel : 00213 555 84 87 21 / Adresse: COOP IMMOB « EL-BAHJA » Enag AISSAT MUSTAPHA REGHAIA/ ALGR,mamamenage@gmail.com,,,,DZD
0705632830031,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745760916627,Épices et Condiments Made in Algeria,Épices et Condiments Made in Algeria,Poivre noir Grain / 25 g,ÉPICES EL NOUR,ÉPICES EL NOUR/ Adresse : Cité El Mardja II N°124 – Baraki - Alger - 16027 - Algeria / Telephone : 00213 551 59 70 43,khaoulachita509@gmail.com,,,,DZD
0705632090046,"Orange flower water, vinegar","Orange flower water, vinegar","Orange flower water, vinegar",ENTREPRISE BOUCHENAFA,"Tel :00213 555 61 06 33 / Adresse: Rue AF- № 11, Cité des Palmiers, BLIDA, ALGERIE - Algeria. ",1966bouchenafa@gmail.com,,,,DZD
0710535266245,Seasoning (mayonnaise),Seasoning (mayonnaise),Seasoning (mayonnaise),HASSAN FOOD,"Tel : 00213 550 27 77 87 / Cité La Montagne, Bloc H09, N01 El Harrach, Alger. Algérie",negachehassan@gmail.com,,,,DZD
0710535441321,Fromage et produits laitiers,Fromage et produits laitiers,Fromage et produits laitiers,S.A.R.L RAN HBM,"Tel : 00213 550 04 20 68 / 24 Rue L'arbi Ben Mhidi, Ain Temouchent,46000 ",benmazouz.hakim@gmail.com,,,,DZD
0705632860434,Pure olive oil,Pure olive oil,Pure olive oil,CNATUREL,"Tel : 00213 674 85 54 77 /Adresse: DOMAINE AGRICOLE ATH EHSAIEN, SOUK TNIN BEJAIA, ALGERIA. ",cnaturel06000@hotmail.com,,,,DZD
0701197965263,Paper towel,Paper towel,"Paper towel
",ETS ICHEBOUBENE,"Phone: 00213 776 63 99 12 / Adresse: LOTISSEMENT AKEL ABERKAN, EL-KSSEUR, BEJAIA , ALGÉRIE – ALGERIA - Postal Code:06310",kadericheboubene@yahoo.fr,,,,DZD
0710535988642,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,SARL LABORATOIRE MED COSMETICS,"Phone: 00213 555 25 23 58 /Adresse: 26 ,Rue Zougar Ali, Hai Tafna, 31000 Oran , Algeria",f.bensmaine@icloud.com,,,,DZD
0710535855128,Maintenance articles,Maintenance articles,Maintenance articles,MAMA MENAGE,Tel : 00213 555 84 87 21 / Adresse: COOP IMMOB « EL-BAHJA » Enag AISSAT MUSTAPHA REGHAIA/ ALGR,mamamenage@gmail.com,,,,DZD
0705632830048,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114576491,CHOCOLAT,CHOCOLAT,CHOCOLAT,ENTREPRISE CHIKH BENALI," Phone : 00213 554 95 22 55 / Adresse : Ilot 65, Lot Emir Abdelkader - N° 87 Sidi Chahmi Willaya d'Oran - 31038 - Algeria ",chikhbenali3@gmail.com,,,,DZD
0745760916634,Épices et Condiments Made in Algeria,Épices et Condiments Made in Algeria,Cannelle cigare / 25 g,ÉPICES EL NOUR,ÉPICES EL NOUR/ Adresse : Cité El Mardja II N°124 – Baraki - Alger - 16027 - Algeria / Telephone : 00213 551 59 70 43,khaoulachita509@gmail.com,,,,DZD
0745125862446,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862446,epicesramha@gmail.com,,,,DZD
0745125955858,Lave-sol Citron ,Lave-sol Citron ,Lave-sol Citron en bouteilles de 01 L,ETS AYDOR CLEAN ,Phone: 00213 0775 14 81 10 / ETS AYDOR CLEAN – Adresse : Lotissement Kara 01 N° 268 N 46 Es Senia – Oran – Algeria – Algérie Codes à Barres 0745125955858,kriouasido@gmail.com,,,,DZD
0710535266252,Seasoning (mayonnaise),Seasoning (mayonnaise),Seasoning (mayonnaise),HASSAN FOOD,"Tel : 00213 550 27 77 87 / Cité La Montagne, Bloc H09, N01 El Harrach, Alger. Algérie",negachehassan@gmail.com,,,,DZD
0710535441338,Fromage et produits laitiers,Fromage et produits laitiers,"Fromage et produits laitiers
",S.A.R.L RAN HBM,"Tel : 00213 550 04 20 68 / 24 Rue L'arbi Ben Mhidi, Ain Temouchent,46000 ",benmazouz.hakim@gmail.com,,,,DZD
0705632860441,Pure olive oil,Pure olive oil,Pure olive oil,CNATUREL,"Tel : 00213 674 85 54 77 /Adresse: DOMAINE AGRICOLE ATH EHSAIEN, SOUK TNIN ",cnaturel06000@hotmail.com,,,,DZD
0705632271179,Triplex,Triplex,Triplex,SOFIAMED,"Phone: 00213 550 93 85 16 / Adresse: 27, ROUTE NATIONALE n°24- bOURDJ-EL-kIFFAN ALGERIE ALGERIA. ",sofiamed.dz@gmail.com,,,,DZD
0710535988659,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,COSMETIC PRODUCTS ,SARL LABORATOIRE MED COSMETICS,"Phone: 00213 555 25 23 58 /Adresse: 26 ,Rue Zougar Ali, Hai Tafna, 31000 Oran , Algeria",f.bensmaine@icloud.com,,,,DZD
0710535669954,Maintenance articles,Maintenance articles,Maintenance articles,MAMA MENAGE,Tel : 00213 555 84 87 21 / Adresse: COOP IMMOB « EL-BAHJA » Enag AISSAT MUSTAPHA REGHAIA/ ALGR,mamamenage@gmail.com,,,,DZD
0705632830055,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114569530,Confiserie générale et chocolat,Confiserie générale et chocolat,"Confiserie générale et chocolat
",Entreprise HSS,Phone: 00213 550 90 99 94 / Adresse: Lot 164 BORDJ EL KIFEN - ALGER - 16031 - Algeria ,said.adel16000@gmail.com,,,,DZD
0745114567451,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 - Algeria Compléments alimentaire à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
7.45115E+11,"Papeterie, articles scolaires et fournitures de bureaux ","Papeterie, articles scolaires et fournitures de bureaux ","Papeterie, articles scolaires et fournitures de bureaux ",SARL MONAMIX STATIONNERY,Phone 00213 553 58 14 40 / Adresse78 Avenue des Frères Abdeslami KOUBA ALGER 16050 Algeria,Fedou111al@yahoo.com,,,,DZD
0745760916641,Épices et Condiments Made in Algeria,Épices et Condiments Made in Algeria,Cumun P.M / 10 g,ÉPICES EL NOUR,ÉPICES EL NOUR/ Adresse : Cité El Mardja II N°124 – Baraki - Alger - 16027 - Algeria / Telephone : 00213 551 59 70 43,khaoulachita509@gmail.com,,,,DZD
0745125862453,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862453,epicesramha@gmail.com,,,,DZD
0745125955865,Nettoyant de sol au parfum de roses ,Nettoyant de sol au parfum de roses ,Nettoyant de sol au parfum de roses en bouteilles de 01 L,ETS AYDOR CLEAN ,Phone: 00213 0775 14 81 10 / ETS AYDOR CLEAN – Adresse : Lotissement Kara 01 N° 268 N 46 Es Senia – Oran – Algeria – Algérie Codes à Barres 0745125955865,kriouasido@gmail.com,,,,DZD
